study_time_hours,exam_result
3.53,43.9
7.05,100
0.31,34.5
3.53,63.1
6.6,96.3
1.42,59.2
4.93,71
0.56,34.2
0.08,45.9
2.55,37.7
6.45,78.5
0.33,48.7
2.92,49.9
5.83,66.9
2.95,71
3.83,48
4,34.5
7.26,75
7.01,84.8
0.51,31.5
5.54,73.4
4.34,49.6
2.84,42
3.94,65.4
7.04,75.4
6.18,78.6
4.54,93.2
1.4,33
4.95,76
3.98,51.7
3.58,58.4
7.55,90.1
7.91,71
7.61,100
5.91,84.4
4.79,86.8
2.56,61.4
7.58,90.4
3.64,51.4
1.61,54
0.89,30.8
6.69,91.1
2.63,50.5
6.13,86.9
5.02,42.5
2.27,62
6.81,91.4
6.76,65.3
1.37,55.7
0.97,39.9
4.8,50.9
1.87,80.7
2.66,67.3
7.49,100
1.4,27.8
3.76,62.3
2.36,25.4
2.78,64.5
2.96,64.5
2.08,53.4
6.11,65
6.49,89.5
4.32,63.1
7.19,100
1.09,58.9
4.05,91.8
6.63,91.2
4.97,91.9
7.88,100
4.77,69.7
7.68,86.1
0.79,46.5
0.34,43.8
2.85,47.7
6.73,90.6
0.4,24.7
2.02,66.6
7.88,91.5
5.13,73.6
3.14,49.5
0.62,47
6.04,57.4
7.4,88
5.93,95.4
0.93,50.5
4.25,85.1
3.22,59.9
7.23,100
6.1,83.2
6.42,68.2
3.31,59.3
0.2,29.2
6.08,83.2
5.07,63.9
1.13,72
6.05,100
1.19,56
5.92,59.9
5.71,100
0.08,47.9
6.2,59.1
3.26,64.6
4.05,52.2
7.72,63.6
7.36,77.6
3.06,49.6
5.68,70.2
4.1,69.3
6.58,100
2.56,61.1
3.77,52.8
0.9,35.8
7.41,93.4
7.21,100
2.21,57.1
4.66,40
3.03,44.1
1.25,41.8
0.36,52.3
6.58,75.9
2.31,37.7
4.12,77.7
7.22,65.8
0.16,38.7
4.38,66
7.64,72
6.47,97.2
1.75,35.9
1.61,40.2
6.1,65.9
0.64,32
4.79,70.3
1.87,55
6.71,85.6
3.04,48.4
3.32,64.1
6.36,90.1
0.7,35.2
4.81,87.5
7.7,73.2
5.2,74.3
0.65,54.6
7.27,71.1
1.03,49
2.95,44.6
1.45,43.8
5.77,81
2.12,57.8
2.09,64.2
3.31,75
2.29,61
6.28,64
4.21,65.8
4.45,71.3
1.29,50.1
7.31,90.7
2.79,49.4
3.02,60.5
1.94,37.8
7.68,59.9
4.86,60.6
0.49,19.599
1.54,40.8
3.84,36.9
1.5,59
4.84,59
2.46,52.5
2.8,61.9
6.29,73.3
4.19,70.7
0.9,45.5
2.98,22.2
7.17,85.3
6.77,63.6
6.08,65.8
6.75,72.3
0.73,36.6
0.98,36.1
0.15,45.1
1,19.599
6.59,100
0.3,20.4
3.72,62.4
1.98,42
6.66,100
6.42,68
6.13,100
3.03,80.4
7.4,96.3
7.17,90.3
5.21,55
4.9,95.4
2.7,45.7
5.89,70.4
7.51,100
2.53,73.9
2.29,30.1
2.11,38.3
7.87,79.3
4.32,65.8
7.74,91.7
4.94,67.4
2.35,64.3
4.69,65.8
1.24,34.4
3.58,66.3
3.54,73.1
4.61,93.1
3.1,42.8
3.64,63.9
7.01,88.4
1.44,33.3
7.38,78
4.31,57.1
5.03,65.5
0.83,43.4
1.16,28.2
5.86,66.5
7.21,82.3
4.15,77.5
1.34,34
6.38,81.9
7.34,84.3
5.36,60.2
1.46,59.4
3.3,67.1
7.52,70.1
1.53,57.4
1.37,53.2
5.61,73.3
4.34,38
1.64,48.5
4.93,62.8
7.49,78.5
6.84,89.1
0.08,40.1
7.01,82.6
5.02,62.1
2.14,75.3
0.75,58.8
7.77,96.2
0.23,51.9
1.48,55.3
5.37,83.8
6.06,63.2
2.13,58.4
5.9,42.1
6.12,70.7
6.42,85.1
6.03,84.6
0.26,33.9
7.14,58.3
4.5,61.1
3.45,51
0.2,35.6
4.73,55.9
1.3,33.8
4.38,73.2
1.51,42.4
5.5,62.9
0.71,47.4
4.8,75.1
5.15,72.3
3.16,61.8
7.34,92.3
4.21,73.3
6,70.9
3.56,47.9
6.33,68.3
7.18,92.2
3.3,53
7.74,72.7
1.23,32.2
6.77,91.1
4.21,71
1.11,56.9
5,66.8
1.05,33.7
7.1,100
6.53,69.9
5.23,66.4
1.86,46.5
7.7,83.5
6.83,76.6
5.72,80.4
2.92,53
3.87,49.9
2.7,66
6.8,96.9
2.47,49.7
1.91,36.9
1.71,51.7
3.21,66.1
4.98,47.6
6.65,95.9
7.4,100
0.64,47.7
0.38,57.8
2.9,83.9
6.48,86.3
7.26,86.5
1.35,42.2
2.29,39.9
7.22,73.1
4.61,72.8
3.26,70.8
1.95,37
0.9,57.6
0.87,54.1
5.39,85.7
5.76,57.7
2.93,83.3
4.85,52
1.25,30.5
0.17,33.3
0.8,32.7
0.85,47.3
7.88,63.7
1.89,49.6
1.07,24.8
6.36,73.6
2.93,45.9
1.65,49.9
1.76,59.3
1.11,60.7
0.64,55
5.44,71.9
3.52,56.9
1.19,27.7
6.34,58.4
0.15,55.3
3.45,51.5
1.02,53
0.22,65.9
4.41,70.9
1.24,54.9
0.55,52.8
3.83,61.2
6.75,74.4
3.89,65.1
0.64,19.8
2.43,78.2
3.57,42.3
2.25,60.7
2.7,62.6
4,59.6
7.54,100
6.44,95.6
1.64,30.4
6.28,66.5
3.16,52
6.53,74.8
4.94,58.9
5.43,68.4
2.9,55
5.71,66.7
4.53,56.8
4.95,71.8
4.38,43.9
0.45,51.5
3.79,63.1
0.41,51.5
1.35,27.9
3.8,78.1
3.25,68.2
0.38,52.1
1.1,31
3.72,68.3
7.74,74.1
3.89,61.2
6.18,72
3.54,75.8
1.53,35.3
0.17,30.3
3,59.8
7.36,100
2.6,51
2.95,72
5.54,82.1
5.9,69.1
4.87,71.1
2.71,55.9
7.56,67.2
2.82,77
2.34,48.6
6.75,57.8
7.48,100
7.65,81.8
4.27,69.6
6.96,70.7
1.47,62
7.11,70.2
6.07,100
3.19,49.3
1.96,45.2
6.08,85.3
3.44,38.1
7.83,97.7
6.84,91.2
6.32,99.7
2.67,56.1
5.69,78.9
6.05,63.7
3.28,73.4
0.76,45.1
5.88,84.4
2.36,73.8
1.06,81.9
0.34,58.4
2.62,59.5
4.08,45.9
0.31,32.2
4.51,70.7
7.16,79.4
4.78,61.2
4.2,70.5
1.86,39.1
3.51,44.1
4.8,70
6.92,70.2
7.05,76.4
3.62,54.8
1.47,50.7
5.66,60.6
7.6,65.5
7.66,77.6
7.91,100
2.02,31.4
6.7,69.9
0.41,54.1
0.12,45.3
5.39,81.6
0.96,21.4
3.11,67.8
0.1,43.7
0.69,28
1.67,21
4.44,56.7
2.66,53.3
4.51,70.7
5.19,70
0.08,24.9
6.78,96.5
0.46,45.3
6.98,83.3
7.81,67
7.23,83.6
4.34,67.9
6.16,72.8
1.38,36.4
7.5,90.6
0.19,55.4
4.41,75.9
3.69,88.4
6.38,72.4
5.96,70.6
2.64,48.2
1.31,52.5
6.35,77.4
7.82,92.8
0.78,47.2
5.86,76.6
4.13,62.5
2.5,60.3
0.12,19.599
5.79,82.8
1.06,44.5
6.81,89
2.12,28.6
4.74,84.8
2.27,60.1
5.62,82.9
0.94,37.1
2.74,36.3
4.07,60.8
4.68,70.2
4.64,52.2
0.64,41.1
0.27,57.6
1.9,54.8
0.3,57.1
1.76,53.2
0.47,39.2
4.22,60.2
0.84,53.3
3.32,57.5
6.16,99.7
6.18,81.4
4.5,65
0.25,41.1
4.29,39.2
2.02,27
4.55,72.8
7.27,88.6
4.79,56.1
7.52,68.7
1.67,65.6
2.15,63.4
1.19,38.1
0.63,65
0.08,32
7.42,61.7
3.61,57.5
7.51,100
6.91,67
5.95,80.2
7.34,74.6
2.11,26.3
6.85,74.3
5.44,71.8
4.8,82.6
4.95,64.7
7.25,98
7.43,98.9
1.42,47.3
0.65,59.4
2.18,40.8
6.48,68.2
0.78,65.6
5.29,69.3
3.19,33.1
7.3,55.5
6.56,80.3
4.06,70.6
3.05,73.4
6.68,66.2
1.95,46.3
4.35,70.3
7.45,79.6
4.83,44
7.44,68.4
3.54,39.3
5.03,96.9
7.52,79.6
5.9,78.4
7.24,93.6
6.66,61.9
0.62,28.3
2.07,51.9
5.93,84.3
7.12,65.1
6.42,87.8
2.51,30.9
4.97,68
5.29,81.1
3.5,50.8
4.7,56.6
7.89,97.5
4.36,56
1.55,38.8
4.03,38.3
1.41,28.5
5.51,57.2
7.22,52.3
5.41,82.6
7.02,92.4
5.82,91.1
3.5,61.1
4.31,65.1
4.26,69.6
3.14,77
0.74,34.5
5.61,66.3
0.38,46
1.63,33.1
3.63,44.4
7.9,79.6
2.45,66.9
6.36,66.4
3.36,64.5
1.77,68.4
0.21,38.6
0.71,65
3.33,69.3
3.2,84.1
5.01,79.2
0.5,38.6
2.27,41.8
0.19,47.2
6.98,76
3.18,61.4
4.67,58.6
5.68,73.8
2.14,33
1.08,48.4
4.64,54.6
7.23,96.8
7.14,88.2
2.47,57
2.13,46.9
2.83,67
1.96,38
7.72,95
0.28,57.5
1.53,34.8
0.23,23.8
6.83,63.8
3.77,66.3
1.82,61.2
3.16,57.8
0.85,19.599
0.86,64
7.58,91.3
5.57,69.1
5.11,98.5
3.78,42.2
3.92,60.9
6.18,86.3
0.42,23.5
5.34,67.7
4.4,62.6
2.45,53.3
1.73,58.4
6.89,78.4
7.45,82.1
0.77,35.4
1.36,41.3
5.34,55.8
6.19,55.4
3.93,86.9
7.42,100
6.98,100
1.01,57.6
1.14,60.2
0.69,36.8
7,89.9
4.46,75.5
7.53,65.8
5.83,72.6
5.86,59.7
1,39
0.88,48.6
7.45,85.3
3.86,51.2
7.91,100
2.58,55.8
4.97,76
4.58,63.4
0.54,36.7
4.15,67.6
7.4,70.2
3.63,37
3.78,45.7
5.61,75.2
6.25,82.1
6.62,98.1
3.62,58.2
3.55,94.8
3.79,66.1
7.75,98.6
7.43,85.8
4.98,66.9
2.27,57
7.2,98.3
1.37,59.9
0.85,56.3
3.32,44
5.48,61.1
0.42,36.3
2.5,42.3
6.27,66
5.27,84.1
0.68,52.6
1.61,36.6
5.8,73.4
0.93,60.5
0.08,49.7
7.91,74.2
4.91,71.1
3.43,77.1
4.78,58.3
5.36,48.5
3.96,50.2
5.26,82.7
5.67,95.4
1.44,70.2
3.39,61.1
2.44,40.6
6.38,58.1
6.16,60.3
6.48,81
3.5,58.4
4.6,56.3
5.64,97.4
2.58,49.3
7.82,100
3.03,76.7
4.3,47.2
6.61,75.8
5.98,80.5
4.01,63.7
3.27,51.2
5.1,74.4
3.49,69.7
4.74,86.5
6.4,92.9
0.97,45.8
5.58,74.3
0.43,51.7
5.87,67.7
1.67,47
3.95,77.4
2.14,34.2
2.58,42.2
5.03,68.8
3.45,68
3.9,69.7
7.91,100
0.97,62.8
3.07,53.5
4.24,86.6
6.51,65.3
2.26,47.3
3.15,55.1
6.57,81.1
4.24,50
6.85,66.4
0.51,26.1
2.3,48.1
4.46,59.4
0.98,19.599
3.85,70.5
0.14,44.6
4.04,61.6
7.36,100
7.59,100
2.55,58.6
0.08,54.2
7.3,100
4.54,57.8
4.64,50.4
6.52,52.5
3.15,68.7
3.36,55.2
6.81,80.5
3.93,65
5.89,67.6
7.24,80.6
3.15,31.1
7.11,75.5
2.62,68.5
7.44,71.5
2.44,81.6
1.87,61.5
5.77,75.1
7.38,81.4
6.15,82.1
5.92,73
7.78,100
4.46,77.2
7.1,81.4
0.3,55.5
1.06,37
2.17,34.3
7.57,95.7
1.58,44.9
3.06,63.6
0.28,62.1
0.63,51
4.66,58.1
0.78,45.6
7.19,63.3
7.09,68.5
4.98,80.6
3.17,57.6
7.1,84.8
3.9,52.2
1.52,61.1
2.77,69.5
2.91,78.3
4.64,67.5
3.21,46.5
6.55,86.4
5.01,65.7
2.02,46.7
3.22,36.4
5.79,69.2
1.94,40.2
0.73,29
5.69,87.6
3.25,44.2
0.99,49.6
3.84,51.7
4.48,72.7
0.21,47.4
6.33,76
3.93,54.3
0.2,37.3
6.89,83.7
4.68,78.6
7.71,71.5
2.25,46.3
3.3,85.4
5.3,59.2
7.31,84.9
6.33,80.8
5.14,52.3
6.36,49.4
0.76,27.2
5.79,82.8
4.63,51.6
2.19,41.3
1.91,49.8
2.31,40.8
0.98,34.2
2.19,64.8
0.57,19.599
5.38,41.8
4.1,70.5
1.02,19.599
5.58,78.4
1.42,42.6
3.96,54.8
7.36,74.5
6.09,83.8
4.67,66.1
4.68,49.2
0.51,29.2
3.42,61.4
2.46,47.3
3.8,66.9
7.61,60.9
6.29,65
4.88,85.1
5.64,64.4
5.84,89.4
3.65,67.7
6.93,93.8
4.94,95.3
5.9,75.7
0.09,42.7
4.3,68.8
2.91,42.9
0.44,44.4
5.17,50.7
7.43,81.2
5.86,99.6
0.64,62.5
0.45,32.7
2.76,51.4
1.91,42.2
0.22,32.1
0.32,42.5
2.76,41
1.07,58.3
1.56,40.6
6.96,84
7.91,92.8
6.44,84.6
1.86,49.2
1.41,64.5
4.63,59.1
6.27,84.3
5.26,53
6.43,86.9
3.9,68.2
7.9,100
6.29,78.1
0.41,34
2.91,70.5
4.48,68.3
1.79,24.2
3.23,57.4
5.04,76.6
4.42,88.2
6.89,79.4
2.1,76
7.37,69.2
2.58,69
7.36,83.1
1.99,50
4.06,42.4
7.46,71.1
2.22,44.8
6.79,99.8
4.01,44.2
3.36,84.2
5.31,56.9
1.59,54.6
5.27,84.2
1.41,42.2
5.69,79.3
4.89,56.7
1.12,44.5
0.81,52.2
4.86,64.8
0.97,22.9
5,65.3
7.91,89.8
0.98,37.7
3.79,54.7
7.4,100
7.5,81.3
0.24,47.3
6.46,70.3
1.91,45.9
5.97,67.3
2.84,50.7
1.8,39.3
3.77,77.2
1.41,40.5
3.39,65.9
3.16,38.8
7.7,64.9
4.34,83.8
5.58,60
1.4,21.6
7.91,97.6
3.98,61.3
0.6,38.7
4.87,54.5
2.55,32.2
2.35,42.4
2.54,32.5
3.6,62.7
2.3,48.4
6.23,82.2
1.43,23.1
1.14,39.2
0.84,27.2
3.28,65.2
0.9,27
0.2,28
2.36,81.2
7.84,76.7
0.09,29.3
0.51,40.3
4.67,57.7
3.98,38.1
0.83,25.4
7.16,80.5
5.4,71.3
3.96,77.7
4.35,74.9
6.37,84.4
0.78,49.6
7.47,90.8
0.9,52.1
3.67,53.2
1.98,54.9
5.32,71.5
6.72,100
4.93,66
1.79,46.7
6.24,74.5
7.54,65.2
1.29,37.4
2.03,67
4.24,53.7
5.92,67.3
1.02,48.4
0.41,58.8
4.54,54.3
6.38,92.6
2.38,51.5
4.66,55
6.43,64.7
0.23,41.8
2.69,69.5
2.43,26.2
5.78,75
5.33,79
6.61,91.2
4.39,52.2
1.82,48
3.46,69.1
3.17,52.3
5.34,90.2
7.63,83.4
3.66,90.2
5.11,53.1
1.42,32.4
4.6,90.6
5.83,42.4
6.11,70.7
7.79,82.8
7.9,76.3
4.12,44.5
6.88,93.5
5.9,80.5
4.2,51.4
0.24,34.5
7.82,83.8
7.72,96.2
4.15,61.1
2.76,67.6
0.89,61.8
0.44,50.5
6.43,74.6
3.28,74
4.5,63.8
2.41,59.1
4.91,54
6.07,93.1
7.14,80.1
3.97,61.8
2.4,77.5
0.61,37
6.83,88.5
6.83,100
2.83,40.1
1.66,35.6
5.39,80.4
6.05,49.8
5.77,84
0.57,31.4
7.87,81.6
4.36,75.5
4.87,79.9
0.36,48.8
0.09,28.1
1.01,52.4
3.13,30.8
7.56,96
5.82,56.7
7.91,89.6
5.44,70.7
0.8,37.2
5.56,64.6
5.13,80
7.09,100
4.35,66.2
1.96,53.5
5.86,65.5
6.03,90.6
4.11,70.4
0.76,51.7
3.31,61.5
6.72,71.8
2.43,58.4
5.85,53.3
2.03,98.8
2.63,66.3
2.7,55.7
1.08,19.599
2.81,60.1
5.79,70.7
3.21,21
2.4,61.1
5.61,52.5
4.12,73.5
3.49,40.6
6.37,42.6
3.06,40.2
4.35,72.8
0.25,46.6
2.72,56.3
1.9,52.5
7.09,83
0.17,29.8
5.6,52
6.05,59.1
2.66,42
2.06,31.3
1.32,37.5
2.22,50.5
7.31,83.8
0.35,38.4
3.65,49.4
2.12,40.2
5.57,53.5
2.67,72.3
2.77,55.7
0.47,53.5
7.28,95.1
4.17,41.4
0.55,79.9
6.01,76.3
6.24,100
3.69,69.4
7.83,93
1.81,48.1
6.75,72.9
6.77,77
4.17,59.1
4.32,52.9
0.9,33
1.07,26.3
3.38,47.5
7.34,50.3
1.72,48.8
3.8,51.9
0.51,19.599
2.39,36.1
2.98,63.7
7.7,59.2
1.54,53.3
0.81,48.2
0.43,58.2
4.18,76.5
4.16,69.9
1.57,58.5
1.98,62.4
2.55,68.8
0.08,45.1
6.54,86.9
6.18,87.4
2.56,66.9
4.59,58.3
2.63,50.2
0.21,47.1
4.72,68.4
5.77,79.2
2.67,44.7
1.93,53.9
2.11,43.1
2.79,49.8
3.74,70.2
6.04,52.5
1.59,65.7
5.65,79.6
7.72,100
1.44,56.2
4.06,52.7
2.89,44.8
4.8,66.7
7.05,90.1
7.09,85.2
3.54,69.8
6.06,87.3
4.09,41.1
6.18,85
7.07,56.7
5.69,98.2
0.49,51.2
1.96,62.5
6.29,79.3
0.16,77
4.14,51.8
4.88,42.7
6.56,99.4
6.45,68.9
0.59,28.9
5.44,66.1
6.32,100
0.84,71.9
3.88,55.3
5.19,70.9
2.74,61.6
2.96,79.4
0.82,41.5
6.19,80.6
1.9,29.1
3.48,62.1
4.13,77.7
0.7,46.1
3.45,39.5
1.22,23.3
1.86,46.3
2.85,67.3
3.92,60.7
3.47,80
0.57,37
2.8,59.3
0.31,19.599
2.01,47.4
0.68,29.2
1.34,61
4.02,53.5
7.42,66.1
1.56,55.4
5.85,77.7
0.35,60
2.69,79.6
3.21,48.3
0.87,19.599
5.09,83.4
1.17,52
6.41,68.2
4.73,84.7
5.93,78.6
1.31,58.2
2.54,26
5.64,67.5
3.63,67.9
5.06,49.1
3.31,67.2
5.38,82.9
5.13,77.1
2.4,54.7
7.05,83.2
5.86,88.4
0.55,46
0.3,37.7
5.73,83
5.06,69.7
7.4,56.6
5.4,80.2
1.67,70.8
0.34,37
4.26,68.5
3.97,62.6
7.5,64.2
5.67,66.8
7.2,82.3
6.05,84.1
5.28,52
4.51,55.2
4.64,38.4
4.06,73.8
6.71,68.3
1.88,35.1
7.32,62
4.48,58.1
3.5,46.5
1.69,58
2.21,56.4
4.67,83.8
1.21,25.2
0.08,26.6
2.07,45.9
2.43,56.8
7.53,93.3
4.65,67.5
3.25,68.5
7.86,71.1
2.94,34.9
7.67,57.4
7.53,91.5
5.52,95.8
4.2,84.2
6.57,97.6
2.59,54.6
2.94,46.5
1.66,56.8
2.04,19.599
1.09,53.5
6.81,72.4
0.08,31.9
3.4,68.3
2.91,60
3.1,85.1
6.75,98.9
6.57,66
5.31,79.9
5.51,83.5
6.43,89.7
3.08,53.8
3.6,57.6
1.96,34.3
1.9,47.4
7.48,100
6.09,81.4
3.62,50.7
0.31,50
5.94,84.1
7.59,69.1
7.41,81.5
5.71,85
5.18,92.4
0.97,48.3
0.69,43.2
2.12,49.5
4.51,60.9
7.31,78.2
6.97,62.7
2.45,68.5
2.93,38.3
2.48,56.4
4.24,70.5
6.47,73.5
6.26,88.4
7.09,87.1
4.17,78.9
5.27,63.2
7.63,84.7
5.4,83.8
1.34,37.6
2.61,45.4
0.61,48.6
0.88,29.4
3.93,41.2
5.91,81.3
1.51,71.5
2.56,70.8
2.69,66.4
6.72,89.8
1.47,43.7
0.27,39.2
4.99,69.9
4.21,52.6
0.08,33.9
6.12,59.3
3.39,64.2
4.38,58.8
5.37,84.2
0.41,19.599
1.38,51.4
3.71,59.4
1.38,31.4
0.93,59.2
2.6,85.2
3.41,58.8
6.8,82.9
4.76,53
7.44,97.9
3.66,31.6
3.78,36.6
2.49,35.9
0.65,49
1.38,42.9
0.54,57.1
5.63,86.2
2.79,64.7
0.25,45.6
6.02,78.9
2.04,62
7.15,62.2
6.58,61.7
2.43,26.4
1.89,55.2
7.91,73.1
6.56,95.9
7.41,78.7
0.14,26.6
4.79,76
2.13,72.9
3,51.9
0.73,35
5.99,91.3
4.21,79.2
6.34,74.7
0.93,23
7.91,74
2.79,51.4
7.61,95.8
5.41,84.9
0.87,37.4
6.26,66.8
4.49,61.1
1.51,52
1.5,53.3
7.63,69.4
7.91,73.3
4.61,75.6
1.5,50.7
2.72,71.5
1.7,61
4.86,88.6
3.2,49.9
3.02,29.3
6.41,69.4
7.71,81.5
1.58,34.1
3.32,40.4
4.29,69.8
1.97,22.4
3.22,45.7
0.45,41.2
0.33,49
6.29,62.9
2.71,50.5
5.66,98.8
0.66,34.8
5.37,61.9
5.23,71.8
6.57,80
1.64,29.3
4.41,73
7.21,87
1.76,20.8
1,62.9
2.76,56.8
7.72,78.9
1.26,82
0.95,51.9
7.91,93.4
3.15,38.7
1.19,27.1
4.47,39.2
0.11,33.6
3.4,50
0.29,19.599
4.52,60.7
5,68.9
0.08,25.6
4.1,59.8
7.56,81.3
3.18,71.6
7.64,68.5
7.71,97.4
1.92,28.6
4.62,100
6.64,95.3
5.67,72.1
6.08,92.1
2.09,42.6
7.35,84.7
1.89,52
5.16,88.9
7.08,52.9
2.88,29.5
4.42,58.8
5.52,58.1
7.43,90
3.58,40
4.83,58.2
1.13,35.7
0.52,56.5
0.17,37.5
3.81,80.1
4.37,83.1
0.69,47.6
1.45,47.8
2.13,64.6
7.13,94.7
0.79,50.3
3.92,61.9
6.31,98.6
6.96,76.6
5.55,70.6
2.12,74.5
0.97,21.8
1.26,56.6
6.16,78.8
2.37,52.6
2.7,50.8
1.4,61
3.48,50.8
2.68,65.3
2.86,58.8
0.27,49.1
3.7,39.7
0.9,51.9
4.29,37.1
5.35,58.2
4.37,80.8
1.17,22.5
4.93,48.7
3.3,60.2
2.88,54.2
1.19,40.7
7.91,70.4
3.14,43.7
3.65,71.2
0.76,37.3
5.4,57.5
2.26,48.2
5.92,83.9
0.54,47.8
2.37,69.3
5.97,78.4
3.17,68.9
0.27,47.2
6.32,68.1
7.72,94.8
3.01,73.2
4.97,71.2
2.98,47.8
4.44,93.1
5.91,84.2
5.06,83.6
2.52,72
1.56,53.6
4.35,71
5.28,67.5
4.6,50.9
1.03,45.9
2.84,63.9
5.96,78
1.17,49.1
7.07,67.4
3.73,54
6.33,65.9
2.73,62.3
2.87,56.5
7.74,80.3
4.54,58.2
0.82,46.3
7.66,73.3
3,61
5.68,89.4
1.03,60.9
6.84,65.6
7.67,74
3.06,48.8
1.16,31.5
4.46,58.6
1.29,19.599
3.54,66.7
4.98,82.1
1.11,53.9
7.58,90.9
5.64,70.4
2.89,49.8
3.33,67.2
6.78,80.3
3.81,67.9
7.9,95.3
0.5,51.7
2.17,74.1
4.15,65.5
1.09,55.1
2.85,69.3
4.16,67.5
2.09,50.9
1.32,44
2.15,52.8
0.66,46
1.57,42.8
0.49,26.5
7.62,87.3
1.29,34.7
0.08,28.3
7.66,83.8
6.07,75.3
2.14,42.3
7.03,76.5
6.97,100
5.93,71.7
4.74,61
4.68,78.9
7.75,100
3.72,65.6
6.47,100
0.9,25
5.61,64.6
7.91,94.4
0.08,31.1
2.06,19.8
6.28,63
5.87,91.6
5.87,63.4
7.86,100
0.77,33.3
5.4,67.3
5.13,65
1.65,43.3
1.7,46.9
5.2,78.9
5.24,67.1
4.8,78.4
3.7,57
5.5,88.6
2.58,45.2
1.89,46.7
4.76,62.7
4.94,71.4
6.5,73.6
3.33,48.6
6.11,64.6
7.34,61.8
3.41,37.7
4.34,82.4
7.28,92.6
2.4,46.8
5.78,64.6
4.62,80.8
3.31,77.9
6.91,69.9
1.25,19.599
0.28,19.599
1.66,56.6
7.01,86.6
2.75,44.8
5.47,93
1.85,55.2
3.93,60.7
4.18,30
1.96,24.5
3.1,53
2.09,45
0.81,34.3
3.45,42.8
4.51,56.4
0.72,22.9
2.86,82.5
3.7,81.7
7.46,84.5
4.88,74.1
7.54,98.2
4.2,70.8
6.43,64.8
0.77,58.7
4.52,63.4
2.82,19.599
5.83,90.8
7.02,69.1
5.7,82.8
0.71,39.2
4.97,56.8
5.95,83.1
0.24,51.7
1.36,42.8
5.44,64.7
2.52,21.5
0.5,19.599
7.12,52.8
7.62,100
2.99,57
7.91,100
6.85,76.1
4.45,78.5
5.98,53.6
7.49,67.6
5.82,83.9
2.7,55.2
1.54,47.9
3.45,41.5
1.49,69.3
0.17,28.9
3.65,45.1
2.63,66.1
0.76,35.4
6.97,85.9
0.98,22
5.04,64.7
4.55,77.8
7.83,85.9
2.03,35.5
1.88,42.8
5.02,57.5
4.47,80.9
6.49,73.1
1.38,52.9
2.4,39.9
0.08,19.599
5.77,81.3
2.6,42.4
1.89,79.8
4.84,55.5
2.01,96.9
0.45,25.1
1.89,49.4
6.8,70.3
4.76,95.7
3.77,62.6
3.93,62.3
7.91,90.9
0.25,37
1.29,75
6.92,97.9
4.28,68.6
7.91,73.3
5.47,56.9
5.79,59.1
4.64,64.4
0.14,45.5
7.26,64.2
4.18,67.5
0.08,40.4
1.68,36.6
2.8,57.4
2.29,57.5
0.22,56.5
2.24,56
7.17,64.7
4.71,81
2.62,48.5
0.7,33.4
6.01,64
5.75,76.2
0.08,35.7
7.91,79.7
2.13,58.4
2.1,74.2
2.41,79
7.69,88
6.73,79.4
5.1,59.9
3.95,62.3
2.62,44.2
2.68,67.1
2.61,45.2
6.9,79.6
5.45,81.2
3.25,61
7.91,85.3
1.42,33.6
0.61,40.8
2.95,39.2
7.85,76.8
0.19,19.599
0.65,46
2.73,65.8
7.9,96.4
2.75,64.1
5.42,57.8
6.91,66.2
5.36,51.8
0.72,44.3
1.19,25.7
2.07,49.2
6.37,82.3
6.42,73.7
1.36,24.1
3.03,30.3
1.12,53.7
3.78,40.5
2.91,44.5
7.91,73.2
3.11,46.8
0.4,28.1
4.16,60.3
7.26,79.1
2.96,60.4
6.55,76.4
3.33,41.5
4.55,57.8
4.02,56.9
6.99,58.7
4.54,67.2
3.03,62.2
6.14,78.1
0.4,56.9
2.18,49.9
2.29,50.8
4.55,78.2
6.67,89.7
4.43,69.2
3.67,48.6
0.52,61.9
7.76,77.2
2.36,67.3
1.04,53.8
6.66,72.3
7.12,86.3
2.39,37.3
4.39,69.9
6.27,69.1
0.17,31.4
7.9,72.8
2.59,45.3
3.84,68.3
0.4,32.8
0.38,25.7
0.89,60.8
2.57,24.5
7.37,97.8
4.12,78.7
2.61,51.8
3.61,65.1
2.12,52.5
4.99,62
4.06,61.5
3.03,32.9
5.49,55.1
3.13,60
6.45,88.9
4.79,65.9
1.62,74.4
1.31,71.1
2.05,50.4
7.35,99.1
6.59,72.7
7.78,79.9
5.95,86.2
7.32,93.7
2.84,72.4
4.96,66
3.13,62
6.92,72.1
7.91,90.6
5.96,80.7
6.25,77
7.05,75
0.76,22.3
3.85,79
5.86,67.5
4.84,85.1
4.32,59
3.09,43.7
1.76,50.5
7.38,92
5.87,92.3
4.91,66.7
0.68,44.7
0.89,50.4
3.46,73.5
1.01,45.7
1.19,59.2
0.65,48.7
2.35,72
0.09,40
5.86,77
4.79,95.8
4.06,70.4
7.9,83.7
3.86,88.1
6.96,100
1.51,37.1
2.12,62.6
2.63,53.8
7.91,92.4
7.26,100
3.59,59.6
6.76,65.5
1.87,61.8
4.74,74.4
1.29,58
4.6,77.5
1.78,47.9
4.69,78.5
3.43,73.1
4.47,67.6
1.29,44.4
4.05,44.2
2.53,21.7
1.15,59.1
4,72.1
1.11,55.7
3.42,65.6
2.59,62.3
4.34,70.6
3.87,55.7
1.08,59.5
2.23,50.8
4.45,53.6
6.67,79.4
0.47,40.1
0.73,40.3
6.38,78.2
2.72,41
2.05,48.1
